name,album,album_id,artist,artist_id,id,popularity,duration_ms,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
I Wanna Be Sedated - 2002 Remaster,Road to Ruin (Expanded 2005 Remaster),5QK35ea0XnSBt6Ly8gWLhE,Ramones,1co4F2pPNH8JjTutZkmgSm,6vvmYYUvGXtZLU8msxKvzF,67,149466,0.042,0.937,1,0.105,11,0.597,-3.989,0.169,2.89e-05,0.96,163.017
Through Glass,Come What(ever) May [10th Anniversary Edition],0dZB8UHYsM7jKmm7ByzAVq,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,5NeIONQWJ25uPylJBJiO4c,73,282946,0.036,0.434,0,0.389,3,0.545,-4.618,0.0417,0.0,0.753,105.754
"Paint It, Black",GRRR! (Deluxe Version),3LcLR5Mpdj6C5jiaReLvDt,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,1Kvjmr2oqZjzhryoEKzqij,16,203053,0.089,0.61,1,0.323,1,0.471,-10.877,0.0625,0.00221,0.75,159.038
Boys Don't Cry,Three Imaginary Boys,0jYmAPQezr1aG75KerJCdG,The Cure,7bu3H8JO7d0UbMoVzbo70s,1QFh8OH1e78dGd3VyJZCAC,75,155973,0.0621,0.671,0,0.18,11,0.462,-5.766,0.00517,0.0,0.836,168.766
Under Pressure - Single Version; 2017 Remaster,A New Career in a New Town (1977 - 1982),6DcvIymXDe8sCD1u0fzi8J,Queen,1dfeR4HaWDbWqFHLkxsg1d,40HGoSHn9gELCcJu8TLakq,62,248720,0.0484,0.448,1,0.091,2,0.672,-9.053,0.403,0.0,0.654,113.635
Sweet Home Alabama,Second Helping,54V1ljNtyzAm053oJqi0SH,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,7e89621JPkKaeDSTQ3avtg,83,283800,0.0255,0.886,1,0.0863,7,0.596,-12.145,0.181,0.000331,0.605,97.798
You Shook Me All Night Long,Who Made Who,07EFoHHspqSwsmkbnWaB4A,AC/DC,711MCceyCBcFnzjGY4Q7Un,6yl8Es1tCYD9WdSkeVLFw4,74,210880,0.0566,0.769,1,0.297,7,0.529,-5.51,0.00224,0.000685,0.768,127.316
By the Way,By the Way (Deluxe Edition),6deiaArbeoqp1xPEGdEKp1,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,1f2V8U1BiWaC9aJWmpOARe,75,216933,0.107,0.198,1,0.102,0,0.451,-4.938,0.0264,0.00355,0.97,122.444
The Pretender,"Echoes, Silence, Patience & Grace",2ovXUTjkBkNlgAU7DTIxX9,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,3ZsjgLDSvusBgxGWrTAVto,12,269373,0.0431,0.365,1,0.028,9,0.433,-4.04,0.000917,0.0,0.959,172.984
Best of You,Best Of You,6nf2P1xl5Z4qHdTAsdvo6B,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,4nUM7pGcTUK2pY1d2LybrT,46,256600,0.0767,0.345,0,0.135,1,0.37,-4.979,0.00701,2.9e-06,0.944,130.315
All My Life,ONE BY ONE,6mulYcpWRDAiv7KIouWvyP,Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,5vMDvp6nUnTYhl5NMpgOnL,11,262733,0.0512,0.674,1,0.517,5,0.582,-5.671,0.000194,0.000273,0.597,167.738
How You Remind Me,Silver Side Up,5HOTlQx62uQqxRvR1MVIzb,Nickelback,6deZN1bslXzeGvOLaLMOIF,0F2nGhgFNlkVHm81zNEvW6,57,223826,0.0313,0.574,1,0.113,10,0.447,-5.065,0.000954,0.0,0.766,172.011
Snow (Hey Oh),Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,2aibwv5hGXSgw7Yru8IYTO,80,334666,0.0504,0.625,1,0.141,11,0.432,-3.682,0.127,1.16e-05,0.895,104.458
Fake It,Finding Beauty In Negative Spaces (Bonus Track Version),59Tni3gA1OczshFWTMxmbo,Seether,6B5c4sch27tWHAGdarpPaW,4eAwB5pnKFTmsgc3zWoYO0,75,193893,0.0549,0.586,1,0.0585,8,0.615,-3.52,0.00131,3.04e-06,0.949,131.985
The Kill (Bury Me),A Beautiful Lie,2jPmk6qQzuY5AvKkZxMh7h,Thirty Seconds To Mars,0RqtSIYZmd4fiBKVFqyIqD,1p1nO35bbi4ZlQgjIA4oa4,67,231533,0.0646,0.302,0,0.582,4,0.309,-3.881,0.0014,0.000271,0.912,183.035
Ocean Avenue,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,23oxJmDc1V9uLUSmN2LIvx,74,198266,0.0638,0.786,0,0.0947,6,0.486,-3.751,3.43e-05,2.83e-05,0.904,173.734
I Hate Everything About You,Three Days Grace (Deluxe Version),38pfSOHvxHqDWwDnjZ25U5,Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,6rUp7v3l8yC4TKxAAR5Bmx,74,231480,0.0421,0.453,0,0.139,6,0.498,-5.157,0.00461,0.0,0.83,89.342
When You Were Young,Sam's Town,4o3RJndRhHxkieQzQGhmbw,The Killers,0C0XlULifJtAgn6ZNCW2eu,70wYA8oYHoMzhRRkARoMhU,76,220426,0.112,0.321,1,0.28,11,0.467,-3.313,0.000152,0.0484,0.988,130.435
Fat Lip,"All Killer, No Filler",2UCWsnmZEVg9HhnMeKTsim,Sum 41,0qT79UgT5tY4yudH9VfsdT,4KacUpvbA3Mfo05gttTjhN,74,178266,0.0715,0.573,1,0.0769,9,0.574,-5.176,0.000618,0.0,0.911,98.075
"Dear Maria, Count Me In","So Wrong, It's Right",7GcuimRczCCOblhJr0NgzD,All Time Low,46gyXjRIvN1NL1eCB8GBxo,0J69x3mqm7U6tBPKsjpsWR,71,182826,0.0795,0.569,1,0.206,2,0.465,-3.126,0.00725,0.0,0.896,181.014
The Rock Show,Take Off Your Pants And Jacket,3nHpBmW5wJXGeC3ojBkpey,blink-182,6FBDaR13swtiWwGhX1WQsP,2ydUT1pFhuLDnouelIv4WH,69,171600,0.0869,0.83,1,0.0766,9,0.41,-4.563,0.000324,0.0,0.959,193.155
Can't Stop,By the Way (Deluxe Edition),6deiaArbeoqp1xPEGdEKp1,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,3ZOEytgrvLwQaqXreDs2Jx,81,269000,0.0456,0.875,1,0.167,9,0.618,-3.442,0.0179,0.0,0.938,91.455
In the End,Hybrid Theory,2pKw6GERJVAD61449B1EEM,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,3tSmXSxaAnU1EPGKa6NytH,64,216800,0.0498,0.37,0,0.108,3,0.542,-6.407,0.0103,0.0,0.853,105.256
Rockstar,All the Right Reasons (Walmart Exclusive Edition),74qGFpCx9XpFaZUnqqdDtb,Nickelback,6deZN1bslXzeGvOLaLMOIF,3RlsVPIIs5KFhLFhxZ4iDF,73,252040,0.0386,0.693,1,0.343,0,0.616,-3.004,0.0459,0.0,0.91,144.073
Numb,Meteora (Bonus Edition),0y13VbGddQ4azdVWakksAL,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,0kO3njY9N1Rxgv27Ha1lLh,61,185586,0.0381,0.243,1,0.639,9,0.496,-4.153,0.0046,0.0,0.863,110.018
Dani California,Stadium Arcadium,7xl50xr9NDkd3i2kBbzsNZ,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,10Nmj3JCNoMeBQ87uw5j8k,77,282160,0.0409,0.735,0,0.267,9,0.553,-4.751,0.017,1.05e-05,0.865,96.161
Holiday - Faded Ending,Holiday,1SPzhFzjXrz9OXLP2rKg1C,Green Day,7oPftvlwr6VrsViSDV7fJY,5vfjUAhefN7IjHbTvVCT4Z,67,233026,0.031,0.736,1,0.466,8,0.538,-3.251,0.000138,0.0,0.884,146.511
Kryptonite,The Better Life,5gO2acKSOaJnP0Mcy8IpU6,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,6ZOBP3NvffbU4SZcrnt1k6,79,233933,0.0286,0.543,0,0.168,11,0.545,-5.708,0.00664,1.12e-05,0.865,99.01
American Idiot,American Idiot,5dN7F9DV0Qg1XRdIgW8rke,Green Day,7oPftvlwr6VrsViSDV7fJY,6nTiIhLmQ3FWhvrGafw2zj,79,176346,0.0639,0.769,1,0.368,1,0.38,-2.042,2.64e-05,7.86e-05,0.988,186.113
The Anthem,The Young and The Hopeless,5CTygC3aONv7l0klY4k3hc,Good Charlotte,5aYyPjAsLj7UzANzdupwnS,0BRHnOFm6sjxN1i9LJrUDu,75,175093,0.126,0.893,1,0.139,1,0.494,-3.127,0.00666,0.0,0.939,177.751
The Diary of Jane - Single Version,Phobia (Explicit Version),6yJdQMlMkfYJFiSsL6764c,Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,5pvJ59i7JxylN8VB24xdMs,71,200546,0.0851,0.357,0,0.138,10,0.374,-4.421,5.53e-05,0.0834,0.961,167.032
"Dance, Dance",From Under The Cork Tree,5nkUSlIhtoJZMOUlB0sNCp,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,0a7BloCiNzLDD9qSQHh5m7,76,180266,0.139,0.523,0,0.078,11,0.616,-3.144,0.00494,0.0,0.961,114.492
I Miss You,blink-182,6DMUAqxiFfLdqXv0vqcrQA,blink-182,6FBDaR13swtiWwGhX1WQsP,1oTo3ijRbaDAtrjJrGAPSw,71,227240,0.0379,0.623,1,0.0841,11,0.659,-6.423,0.00136,6.79e-06,0.778,110.022
"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",67v63ubEsvDUQkYMzI7A9t,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,6TfBA04WJ3X1d1wXhaCFVT,79,177826,0.0671,0.598,1,0.211,0,0.546,-3.103,0.00511,0.0,0.905,126.12
"Sugar, We're Goin Down",From Under The Cork Tree,5nkUSlIhtoJZMOUlB0sNCp,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,2TfSHkHiFO4gRztVIkggkE,79,229093,0.0794,0.699,1,0.163,7,0.499,-4.741,0.00898,0.0,0.824,161.977
Misery Business,RIOT!,3UoOO8m0oxxvUHXUKf3qcZ,Paramore,74XFHRwlV6OrjEM0A2NCMF,3l9CW99AHtExIRV4hW2N5m,72,211520,0.0735,0.731,1,0.113,1,0.517,-3.677,0.00272,9.26e-06,0.906,172.977
Gives You Hell,When The World Comes Down,3BCMpDOcQlbCZpf5vnTadZ,The All-American Rejects,3vAaWhdBR38Q02ohXqaNHT,6ihL9TjfRjadfEePzXXyVF,73,213106,0.0402,0.59,1,0.0726,4,0.714,-6.411,0.0156,0.0,0.725,99.988
In Too Deep,"All Killer, No Filler",2UCWsnmZEVg9HhnMeKTsim,Sum 41,0qT79UgT5tY4yudH9VfsdT,1HNE2PX70ztbEl6MLxrpNL,75,207093,0.0586,0.802,1,0.0588,9,0.577,-5.793,0.000178,1.07e-06,0.838,116.048
Thnks fr th Mmrs,Infinity On High,0hHopYqXhuvYSHtVyrcb1g,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,3Zwu2K0Qa5sT6teCCHPShP,77,203506,0.0644,0.615,0,0.107,10,0.459,-5.005,0.00539,0.0,0.884,154.868
I Write Sins Not Tragedies,A Fever You Can't Sweat Out,2YeOhhJg3OWpN0F1VYPxtW,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,4bPQs0PHn4xbipzdPfn6du,76,187613,0.134,0.635,0,0.114,9,0.567,-4.985,0.0938,0.0,0.795,170.06
Teenagers,The Black Parade,0FZK97MXMm5mUQ8mtudjuK,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,7j31rVgGX9Q2blT92VBEA0,78,161920,0.0632,0.856,1,0.184,4,0.463,-3.063,0.0506,0.0,0.857,111.647
Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,3id4t9IqRoB1f1smOERtrY,Green Day,7oPftvlwr6VrsViSDV7fJY,5GorCbAP4aL0EJ16frG2hd,75,262333,0.0294,0.474,1,0.0589,8,0.496,-4.095,0.00552,2.94e-05,0.682,167.06
Além De Mim,NX Zero,36XdECqksmPP6MsEOjW6lG,NX Zero,1A3dFCPF68vh5lyxzBqLUH,0OQUxQwNFjkClshgwHmzNJ,55,204293,0.0902,0.526,1,0.258,8,0.439,-3.002,0.00515,2.11e-05,0.984,180.011
It's My Life,Crush,0Q9SljCrM0CL0bR23MuP69,Bon Jovi,58lV9VcRSjABbAbfWS6skp,0v1XpBHnsbkCn7iJ9Ucr1l,79,224493,0.0505,0.571,0,0.341,0,0.537,-3.997,0.0338,1.53e-05,0.903,120.069
De Volta ao Planeta,De Volta Ao Planeta,0j7IkGGOTpFMLIiLffhEkX,Jota Quest,5re6NsyXzHg6uvNimzQ3F6,3KEE5WxY5SiX2pTG7rObOT,51,253666,0.0762,0.567,1,0.336,9,0.74,-3.545,0.00424,0.000794,0.99,108.12
Eu quero ver o oco,Lavô Tá Novo,7l5adEpdeFHKUIJDnXhmSS,Raimundos,3CfJckVRuukdJSvK3r89yJ,1yH1aRNG6SwZXE9RsN0qRy,56,251400,0.0606,0.58,1,0.104,7,0.669,-6.432,0.00231,0.0,0.96,121.273
Pula,Ilegal,6pAerrHuZXLpejX9btqZCf,Tihuana,6FvGIOpELnPLxPoyqotQ0Q,4N8rEj0nz6oVhyv3aggHfP,49,182106,0.147,0.935,1,0.102,9,0.78,-4.108,0.0319,0.0,0.937,137.156
Losing My Religion,Out Of Time (U.S. Version),4v5hSLj6ClyLqj2nnaPbfD,R.E.M.,4KWTAlx2RvbpseOGMEmROg,74EV0g12ihUoOUXMprFpZB,26,267733,0.0285,0.82,0,0.135,9,0.672,-5.992,0.0767,0.0,0.841,125.437
The Middle,Bleed American (Deluxe Edition),2ZuFyQ3E5n1L0VA9iyH0YV,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,3mcG2NI5G5vhrQtRda1YnA,22,168253,0.0483,0.93,1,0.263,2,0.629,-3.401,0.0424,0.0,0.897,161.944
Don't Look Back in Anger - Remastered,(What's The Story) Morning Glory? [Remastered],1VW1MFNstaJuygaoTPkdCk,Oasis,2DaxqgrOhkeH0fpeiQq2f4,0UvCh63URrLFcPkKt99hHd,74,289560,0.0645,0.326,1,0.148,0,0.327,-3.237,0.0708,3.79e-06,0.938,162.937
Stairway to Heaven - Remaster,Led Zeppelin IV (Deluxe Edition),44Ig8dzqOkvkGDzaUof9lK,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,5CQ30WqJwcep0pYcV4AMNc,79,482830,0.0339,0.197,0,0.116,9,0.338,-12.049,0.58,0.0032,0.34,82.433
Like a Stone,Audioslave,78guAsers0klWl6RwzgDLd,Audioslave,2ziB7fzrXBoh1HUPS6sVFn,3YuaBvuZqcwN3CEAyyoaei,77,293960,0.0276,0.516,0,0.0997,7,0.614,-5.477,0.00797,0.0,0.568,107.849
Black,Ten,5B4PYA7wNN4WdEXdIJu58a,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,5Xak5fmy089t0FYmh3VJiY,75,342653,0.0308,0.2,0,0.34,4,0.36,-6.457,0.323,0.0,0.684,77.15
Californication,Californication (Deluxe Edition),2Y9IRtehByVkegoD7TcLfi,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,48UPSzbZjgc449aqz8bxox,82,329733,0.027,0.328,0,0.127,9,0.592,-2.788,0.0021,0.00165,0.767,96.483
Lança Perfume,Rita Hits,7i4l4zXrbUuK3sL3K99J27,Rita Lee,7dnT2FUXhjirperXaH22IJ,0rAX31FT5w3ZQbQMUSkxy8,59,127840,0.0473,0.962,1,0.0594,4,0.843,-12.88,0.0396,0.0202,0.528,127.283
Livin' On A Prayer,Bon Jovi Greatest Hits,0C8Poy7zwJ1kQh2sldyvHm,Bon Jovi,58lV9VcRSjABbAbfWS6skp,7qQnBfwXrw2tZNFG4Uf57N,19,250626,0.0349,0.793,1,0.186,0,0.52,-3.296,0.0665,0.000179,0.887,122.528
Mr. Brightside,Hot Fuss,4undIeGmofnAYKhnDclN1w,The Killers,0C0XlULifJtAgn6ZNCW2eu,7oK9VyNzrYvRFo7nQEYkWN,79,222586,0.0917,0.234,1,0.0926,1,0.33,-3.66,0.00108,0.0,0.936,148.112
Garota Nacional,O Samba Poconé,7evTWhFmwKyf1GXnLzos3p,Skank,4C4kpaAdp6aKSkguw40SsU,7DoBn08dqKS9MmtZiZChVD,59,317400,0.0341,0.81,1,0.113,0,0.86,-5.087,0.00396,0.000112,0.768,130.108
It's Fucking Borin To Death,Raridade PluG,4RkKK2TlUV2Sya7L27XHSl,Defalla,6cV66nwEmSQpSEgfcTGHyg,7K4wD19D9CN4UKC4kIR7Cy,47,196362,0.0446,0.542,1,0.343,0,0.678,-9.763,0.0761,3.3e-06,0.954,129.183
Até Quando Esperar,O Concreto Já Rachou,24C4G6Kc0eMOm7HxW2MTjB,Plebe Rude,2azqeHE13Y8hP8YAjew9zL,0C71ubP3YGLAwOgUlbY3d0,55,268200,0.0364,0.651,1,0.258,2,0.521,-9.691,0.000147,0.00214,0.787,94.1
1406,Mamonas Assassinas,5Bt5FYi2uicM6ryvNqKUzI,Mamonas Assassinas,5Q9RKJrjHdfpWVxzv45XTJ,0TXRO7qVCw0UOSkCPxWvUM,56,248266,0.133,0.777,1,0.0806,9,0.746,-10.154,0.0347,0.0,0.665,92.37
Teto de Vidro,Admirável Chip Novo,6t9HEcqxPe5dsIlHyYwATK,Pitty,2dmQ0vMD3THLMcz7DsvfaT,57wrj5gmY8aZA4YBmqfitc,59,212720,0.03,0.336,0,0.0999,1,0.635,-2.687,0.0161,0.0,0.926,95.97
Você Não Soube Me Amar,Nova Bis - Blitz,5E4mboMBKFPpPQC0SOgRnN,Blitz,1POsQml4E21Ku75BirHFMQ,5uIKGh0ysPZDJEYadog5em,55,202133,0.188,0.821,1,0.317,0,0.691,-13.112,0.421,3.51e-06,0.631,134.611
Sonífera ilha,Titãs,43lQwQI0K0tnOb1noQa3qm,Titãs,2euX7vCVnJy3TVEGfc0RCl,6uUORbJHSVvBoX6qp9cDda,55,176560,0.029,0.937,0,0.0378,9,0.619,-7.782,0.294,6.65e-06,0.809,146.627
Me deixa,Lado B Lado A,3I1bOo70cU0y7PprxCGgAs,O Rappa,1A5QJAC1vdhbhPE25Q0x0f,2tBah0hzCdsafd4fNkjRaM,62,247600,0.0517,0.336,0,0.0624,7,0.635,-6.217,0.00826,5.72e-06,0.836,118.187
Independência - Ao Vivo,Capital Inicial Multishow Ao Vivo,77YPXxIzAzRD1vXMF3JQQJ,Capital Inicial,4Z0yuwHVJBROVZqFpTIr0d,4ZwJyjq0p2Di0QAtC84Xum,50,193066,0.0688,0.353,1,0.98,2,0.395,-4.194,0.00895,0.546,0.966,146.966
Wonderwall - Remastered,(What's The Story) Morning Glory? [Remastered],1VW1MFNstaJuygaoTPkdCk,Oasis,2DaxqgrOhkeH0fpeiQq2f4,5qqabIl2vWzo9ApSC317sa,81,258773,0.0407,0.469,1,0.194,2,0.378,-4.066,0.000452,0.0,0.896,174.302
1997,Procedimentos De Emergência,7GLScSMFnFQlbvNcnjTfPn,Hateen,4KDa0GMe5CxKSxEGtGFkxk,5z0JPdPkqXWxGDT8jypnQm,0,189893,0.0332,0.716,1,0.179,3,0.693,-3.765,0.0461,0.00661,0.619,123.198
Envelheço Na Cidade,Ira! e Ultraje a Rigor ao Vivo no Rock in Rio,3hpNAkLhoGQK9NRL7cgSEx,Ira!,7L5YQQJPL1wrmrdigJavV7,5WNKAbOTfyJA1OVYLa2WI7,53,247013,0.0722,0.432,1,0.356,2,0.405,-5.573,0.0187,0.000216,0.93,127.336
Bohemian Rhapsody,Bohemian Rhapsody (The Original Soundtrack),6i6folBtxKV28WX3msQ4FE,Queen,1dfeR4HaWDbWqFHLkxsg1d,3z8h0TU7ReDPLIbEnYhWZb,75,354947,0.0513,0.246,0,0.207,0,0.39,-9.963,0.287,0.0,0.397,144.031
Love Of My Life - Live At Rock In Rio,Bohemian Rhapsody (The Original Soundtrack),6i6folBtxKV28WX3msQ4FE,Queen,1dfeR4HaWDbWqFHLkxsg1d,6Am82YdURCRXRvoVUObzzG,68,268703,0.0953,0.0713,1,0.809,2,0.228,-11.962,0.807,8.63e-06,0.563,111.7
O Papa é Pop,Maxximum - Engenheiros Do Hawaii,3ePjMurEXpW2HunSQ691h9,Engenheiros Do Hawaii,0GNq4xh8uFCyihPurnunf7,7snTtI9vvIKkdWshtDg2od,48,226226,0.0317,0.866,1,0.161,5,0.606,-7.085,0.377,0.0,0.72,113.31
Under Pressure - Remastered,Bohemian Rhapsody (The Original Soundtrack),6i6folBtxKV28WX3msQ4FE,Queen,1dfeR4HaWDbWqFHLkxsg1d,6suU8oBlW4O2pg88tOXgHo,68,244484,0.0475,0.46,1,0.094,2,0.672,-7.831,0.395,0.0,0.699,113.737
Nós Vamos Invadir Sua Praia,18 Anos Sem Tirar,4dj0J2lfr4n7lnHB8TFKrI,Ultraje a Rigor,3zkkrMSBLHuTKMI6I3fDWi,5nmZphahF6kJccNSECTPpX,0,328200,0.225,0.517,0,0.988,4,0.292,-5.588,0.000502,0.00126,0.98,167.889
Last Kiss,rearviewmirror (greatest hits 1991-2003),1G1R5dY01DSyti3NaWnOp3,Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,4ekUwwCPIKT1ef5GllLSk1,59,196666,0.0277,0.722,1,0.103,7,0.618,-5.18,0.336,0.0,0.741,112.029
A feira,Rappa-Mundi,49Wb8WyRUtoyKKO01HkRzI,O Rappa,1A5QJAC1vdhbhPE25Q0x0f,1r1GzEVVA4fm9XVUfgc7TR,58,239533,0.0412,0.9,1,0.0496,7,0.713,-7.75,0.0012,7.32e-06,0.886,97.983
Zóio De Lula,"Preço Curto, Prazo Longo",2hLNxoJZ5kZoBEX0XGBRNu,Charlie Brown Jr.,1on7ZQ2pvgeQF4vmIA09x5,0AsfpL8bzbmEyJsfbPPYnj,68,252226,0.0803,0.883,0,0.0612,8,0.682,-3.595,0.122,7.06e-06,0.674,152.132
Exagerado,A Arte De Cazuza,1D4lMnP5npjJzw9GRtQMJi,Cazuza,1PwOU6fFbmaGkK3wkbb8fU,3ZRWcArefd1sfpdw5icCM7,60,222200,0.0308,0.719,1,0.209,7,0.669,-8.786,0.104,0.17,0.581,136.443
Alvorada Voraz - Ao Vivo,Radio Pirata Ao Vivo,5Ke99MN8fbp22N3XHf5g3S,RPM,7lfmakKFOeQWdUrbmVK6EQ,4tjmnH63AMBjaPdtHOpq4Q,57,223733,0.031,0.5,0,0.796,2,0.469,-5.093,0.0733,0.0124,0.87,134.577
Um Minuto Para O Fim Do Mundo,Felicidade Instantânea,15QTzalN0YZeDIfLswmG5a,CPM 22,2Jw4Lrfjnyv2QsDoBgnrAP,7ATfTQCF4OGSY91yKk42km,65,198000,0.0502,0.728,1,0.127,0,0.406,-2.794,0.00423,0.0,0.973,126.282
Gita,20 Grandes Sucessos De Raul Seixas,1HuPsuxRE5XbqcAmVhFJrU,Raul Seixas,7jrRQZg4FZq6dwpi3baKcu,1DYzTTaSD8KsmzedIuZTO7,52,288933,0.0368,0.722,1,0.0649,9,0.494,-7.233,0.0599,0.00633,0.691,111.176
Quando o sol se for,Detonautas (Nova Versão),2Xa25OvfD52APxPX8QP9mJ,Detonautas Roque Clube,5AlUDdksfPP7l4Qm22MJA9,6Sk1mETx99njkPH3MIRTn3,62,209173,0.0457,0.806,0,0.0934,11,0.431,-5.522,0.000217,3.11e-05,0.848,163.139
Vento Ventania,Biquini Cavadão : Vol. 2 (1985 - 2007),51TE344wnfOslGPa3068V6,Biquini Cavadão,7E5dcvoiZra9wwBuXYAYTw,0X1PXRbOJ1xfC8S3LyR5dG,1,209666,0.0408,0.972,1,0.167,11,0.795,-5.073,0.151,4.65e-06,0.837,98.003
Infinita Highway,Alívio Imediato,0dyMqHNaT5bnOLZDtlKySZ,Engenheiros Do Hawaii,0GNq4xh8uFCyihPurnunf7,57Mkqk39rzo7yzUNrhU87A,52,439360,0.051,0.518,1,0.753,9,0.396,-5.654,0.145,1.98e-05,0.948,156.599
O Tempo Não Pára,O Tempo Nao Pára - Cazuza Ao Vivo,1nRfWfuGGTM4V9llyaBPEP,Cazuza,1PwOU6fFbmaGkK3wkbb8fU,1cR9jucvwVM7XQPKNp5QQo,2,279893,0.0603,0.362,1,0.983,2,0.358,-9.715,0.0343,0.0,0.766,76.904
Every Breath You Take - Remastered 2003,Synchronicity (Remastered),28eOriEfl7IGbQDNvWIWXK,The Police,5NGO30tJxFlKixkPSgXcFE,5C0LFQARavkPpn7JgA4sLk,31,253250,0.0348,0.74,1,0.0701,1,0.82,-9.796,0.543,0.00294,0.452,117.401
Lanterna Dos Afogados - Ao Vivo Em São Paulo / 1994,Vamo Bate Lata - Paralamas Ao Vivo,5GPYtaYhd3sbK7Ti5iAhSj,Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,7u2dLvfzLcIBdTtswsaL7i,51,298106,0.0279,0.373,1,0.37,11,0.464,-12.153,0.00228,0.741,0.653,107.392
Marvin,84 94 - Volume 1,7ve69fgxLJKauNa5cGelKV,Titãs,2euX7vCVnJy3TVEGfc0RCl,11kmPqb02yGcZtLilUoHMd,55,237106,0.087,0.729,1,0.939,9,0.586,-8.952,0.215,1.65e-06,0.699,167.341
Bete Balanço,Maior Abandonado,6k3oXZh66IHJ9EznRhC9kR,Barão Vermelho,5zq0SGWxrmzpTSXkBEQzMj,0SrDqCmn2ClzEzNkAZYc2Y,62,213933,0.038,0.902,0,0.0743,11,0.782,-9.16,0.416,0.00179,0.705,116.967
Me Chama (Ao Vivo) - Deluxe Version,"Lobão Elétrico Lino, Sexy & Brutal (Ao Vivo em São Paulo) (Deluxe Version)",6rY8hNeiFiLeVWBKIVRhBa,Lobão,3LWCuB9QxDmpLhhGwqU04N,5AIDH1U10jI781nzQBN8L4,1,219788,0.0412,0.491,1,0.804,2,0.43,-5.563,0.137,0.00046,0.776,105.076
Caleidoscópio - Ao Vivo,Acústico (Ao Vivo / Remastered),0TcjNekoKeMNRoKZYestuT,Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,0EH1ecgo60jEA3mzeF3XqL,57,256466,0.0696,0.515,1,0.696,7,0.566,-11.196,0.256,0.00109,0.499,176.057
The Boys Of Summer,Building The Perfect Beast,2x1s5aVQ01ylPs5nUdeA2i,Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,4gvea7UlDkAvsJBPZAd4oB,78,288733,0.0387,0.908,1,0.188,6,0.522,-13.641,0.546,0.00565,0.559,176.894
White Wedding - Pt. 1,Billy Idol,5ebh0MxkqELmk50xHj2b4k,Billy Idol,7lzordPuZEXxwt9aoVZYmG,1gzIbdFnGJ226LTl0Cn2SX,70,252200,0.0367,0.728,1,0.343,9,0.673,-5.411,0.0133,0.00293,0.814,147.193
Camila Camila - Ao Vivo,A Céu Aberto (Ao Vivo),2oX5IyR0rz8gSsEMRdv8Ju,Nenhum De Nós,3bKO3mmizIpDdwNVdp96B9,1ySOA3lnaN6Jhx9fSLFoAB,53,275879,0.0342,0.666,1,0.893,7,0.53,-5.945,0.0617,0.00442,0.871,146.004
Malandragem - Ao Vivo,Acústico (Ao Vivo),7mgNhvsT5RpvIoq8q2DHFI,Cássia Eller,10naVTwNjE50daQVrN0bXh,2PIHTeccvbpmrSeYrlWkfx,63,240799,0.101,0.761,1,0.768,0,0.673,-6.532,0.281,0.0,0.921,135.261
