album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Aperte O Play! (Ao Vivo),7aTa9z5YclUkR84FcTjsGI,Simone & Simaria,0MInKJqZscEeNc5K3K0mkE,201669,5M8qHiAV6b0jo3phlyhxcR,Aperte O Play - Ao Vivo,73,0.739,0.547,0.898,6.23e-06,11,0.929,-3.009,0,0.129,92.869,0.522
Regras (Ao Vivo),786AngL65gEjBKaxznRVQf,Diego & Arnaldo,0CrGLmfVKzk9rAyiNb91ft,184810,67B2zQQTGWplLAnOHMigke,Regras - Ao Vivo,70,0.526,0.873,0.828,0.0,7,0.96,-3.57,1,0.0578,114.024,0.823
Do Copo Eu Vim (feat. Marília Mendonça) [Ao Vivo em Brasília],6ulvC8VqNwhtyWl92xm0F0,Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,144071,6NgwHmEgfQVIYQBq8QcWMi,Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,75,0.663,0.668,0.884,0.0,0,0.45,-3.239,1,0.0651,116.993,0.707
Simplesmente Mano,5HoPca44JJ1BznytFhLdCa,Mano Walter,35YkpX0zYwHG8vOIhObvxP,169168,6UhutWVBdRVh6S2D2JYQCe,Beijinho de Esquimó,61,0.308,0.831,0.805,0.0,1,0.161,-2.997,1,0.0408,124.962,0.844
Acústico de Novo,4QyeHXku1kDXZyGR9Do0Jv,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,167500,4Lxv5hGnHOUYBVeDgWgcaP,Long Neck - Acústico,74,0.37,0.623,0.687,0.0,11,0.295,-5.435,1,0.0431,127.875,0.704
Verdade (Ao Vivo Em São Paulo / 2018),0m8kCDMHdR5CtnHf8HjkcW,Lauana Prado,6TYimByryGphZCtwYopH0y,164778,704li4NOyKCQY6qNdoEW5n,Melhor Saída - Ao Vivo Em São Paulo / 2018,74,0.391,0.781,0.833,0.0,9,0.964,-3.131,0,0.038,110.06,0.693
No pelo em Campo Grande (Ao Vivo),2fXuS3VmSBbzSGrJs1U0Dp,Hugo & Guilherme,1LIuN7ov1IBQDdLsU83ojl,176575,5rMJI7AyU85rBj4zDneobn,Namorada Reserva - Ao Vivo,25,0.504,0.778,0.733,0.0,4,0.452,-5.421,0,0.04,124.006,0.716
Tem Moda Pra Tudo (Ao Vivo),43Z8iIpoxaCrr27KILZJzs,Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,161597,5cN5ZOVcYBl4Lnq50Zeqsx,Mágica - Ao Vivo,76,0.629,0.568,0.698,0.0,1,0.0999,-5.438,1,0.0727,121.663,0.534
VIVA (Ao Vivo),1n4L6uxvbs8n1hnXI2WOTR,Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,180001,159ntSAEWJ9zIMOSXmQ530,choque térmico - ao vivo,78,0.342,0.737,0.758,0.0,2,0.834,-5.508,1,0.0402,126.978,0.734
Milu,3oqVZoqdqNmaSQkJF9mMfI,Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,224997,1nqaSoiLuqevDes4S18sO7,Milu,82,0.261,0.845,0.787,3.43e-06,2,0.102,-2.683,1,0.0374,124.983,0.882
Quem Traiu Levou (Ao Vivo),5s8AcC0JYYksxbe0wQrroW,Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,154183,1owErGXMkNVCgCmCjI1vRL,Quem Traiu Levou - Ao Vivo,79,0.325,0.583,0.958,1.98e-06,11,0.322,-2.395,1,0.0849,173.937,0.826
3 Batidas,2s2XNO2C38JP3NVOp8zkm4,Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,157186,1uryupl9hqVZYurJwH4G9k,3 Batidas,75,0.611,0.552,0.709,0.0,8,0.763,-5.435,1,0.129,117.582,0.528
Bagunça Minha Vida (Ao Vivo Em Goiânia / 2019),6Px1WC9c2hYtmrfu6wPNZ4,George Henrique & Rodrigo,3FlCKtwOEYQQYyGVEbxG2Z,145197,33g4LmRrWddOvMLnynSktj,Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019,80,0.622,0.871,0.494,0.0,11,0.0998,-9.911,0,0.0816,117.947,0.713
Acústico de Novo,4QyeHXku1kDXZyGR9Do0Jv,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,173830,4eB8rsNNm5791m3uvEBNLR,Estado Decadente - Acústico,78,0.586,0.757,0.687,0.0,1,0.111,-4.78,1,0.0658,117.927,0.583
Yasmin Santos Ao Vivo em São Paulo - EP 3,4vDG2NrteQOLWTpmCcyYrO,Yasmin Santos,597XBqZtaiZC7laCNx3nVz,190949,4pnlRYoaaGu24SuC3et5Pv,Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,74,0.16,0.716,0.828,0.0,11,0.686,-4.375,1,0.0727,124.895,0.806
Espelho Meu (Ao Vivo),3KM4EBZiYYhusvKoOgAZBC,Henrique & Diego,1D6vAeVUcgMbSx80IA3Zun,161152,5vAH9kwRajhfewbqBczqwJ,Espelho Meu - Ao Vivo,73,0.203,0.521,0.918,0.0,6,0.579,-3.414,0,0.0867,185.995,0.683
"Zé Felipe, Vol. 1 (ao Vivo)",2iot3IfC2GH5BO24m2IDIo,Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu,179064,6PrHpASrdyqydEKc8JFmEX,Tiro Certo - Ao Vivo,74,0.557,0.71,0.905,1.31e-06,5,0.709,-5.146,1,0.0716,130.046,0.688
Garota Vip Rio De Janeiro (Ao Vivo),5QgnH5cBOdvtOA5YT7C1L7,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,208154,6hqQPoB1yYKcLfByfxO8he,Na Cama Que Eu Paguei - Ao Vivo,76,0.0708,0.548,0.846,0.0,6,0.199,-4.256,1,0.0741,126.219,0.811
Cobaia,7CbERGprCKdr9eR5TNG5Rd,Lauana Prado,6TYimByryGphZCtwYopH0y,219442,6qDvzHbstT1Tr45okT8eN4,Cobaia,78,0.125,0.751,0.709,0.0,8,0.807,-4.216,1,0.0382,114.094,0.515
"Pra Ouvir Tomando uma, Vol. 1",3xrThXf2dXoYISLnjYbJRe,Murilo Huff,3hq7WoPJsrRP0KMSLhUgRz,172751,72N0CRIAqjETbhghrkCUW2,Dois Enganados,76,0.699,0.711,0.56,0.0,1,0.857,-4.098,1,0.0355,105.05,0.504
Solteiro Não Trai (Ao Vivo),4c3skW6UyBf6V3pTvpJKhq,Gustavo Mioto,1X6ORK7IekgmyjV6IFPszP,187349,7oEr56KG6odStlQH0nvdyr,Solteiro Não Trai - Ao Vivo,78,0.483,0.493,0.832,0.0,10,0.956,-3.42,1,0.201,157.964,0.599
Ao Vivo Em São Paulo,7K75mCR0Exv0v55a2hSRF3,Mano Walter,35YkpX0zYwHG8vOIhObvxP,189002,39aWBx86ZdvXQ9d0fRAXxH,Fingindo Maturidade - Ao Vivo,23,0.286,0.576,0.919,0.0,5,0.943,-3.175,1,0.0944,166.058,0.757
"Todos Os Cantos, Vol. 2 (ao Vivo)",3mTbv6MyAR4KEDh0w8s9Nk,Marília Mendonça,1yR65psqiazQpeM79CcGh8,156371,5fY9bVl1Wj4PIM3wnduWop,Serenata - Ao Vivo,80,0.103,0.711,0.711,0.0,4,0.971,-5.691,1,0.0896,131.813,0.743
A Origem (Ao Vivo),3Epj5Yu1oKT74AocfDrAOn,Lucas Lucco,06cd30Cv9US973Ika84gDw,153374,3mNmUjoDHYDYj08IaRPtg0,Posto 24h (feat. Wesley Safadão) - Ao Vivo,75,0.169,0.703,0.929,0.0,3,0.396,-4.021,0,0.0338,126.998,0.626
Diego & Victor Hugo Ao Vivo em Brasília - EP1,2lmLfahVMp5C3w9HW5TxbL,Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,190244,2PqPSf3gtTED79rWGwVtYg,Áudio - Ao Vivo em Brasília,77,0.515,0.605,0.812,0.0,11,0.419,-4.699,1,0.0403,110.081,0.451
Reflexo - Deluxe (ao Vivo),12l3RVZkb3tZVCAdwF2yl7,Maiara & Maraisa,59jlthNnbmim5l9tmNA7se,180629,3L2uyIJoJPjYkSETVNSPBQ,Não Abro Mão - Ao Vivo,78,0.892,0.615,0.499,0.0,1,0.945,-3.182,0,0.0378,94.798,0.588
Esquece o Mundo Lá Fora (Ao Vivo) - Deluxe,0wQ5Sn6RU4yL6WpeiWSaBN,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,182340,3tA0vALUwrzkTgHcm9j6oJ,Notificação Preferida - Ao Vivo,77,0.778,0.398,0.838,0.0,8,0.189,-4.734,0,0.13,156.008,0.206
Errejota (ao Vivo),4M7Y8n5FAOrrruH2ewe04k,Xand Avião,43DRDu6nLSeIedZ7T1A616,231680,4jGzR5Vri06Y5T9SxM7m5P,Algo Mais (Amante) - Ao Vivo,80,0.285,0.697,0.844,0.0,9,0.753,-3.076,1,0.0575,139.993,0.665
Conselho (ao Vivo),0RVp1yzx3mTm7R3Vtojx3L,Israel & Rodolffo,41QLxRXlc2NwfJZkHGHKid,156838,6hrV6KYL9zM8vFAbOSxFHY,Também Sei Fazer Falta - Ao Vivo,77,0.523,0.715,0.761,0.0,0,0.684,-5.539,1,0.0683,151.932,0.783
Ferida Curada,4S428p1Dl0B5QShuR6FBMu,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,159164,1U3tv41tFRgOfbytpuYQrR,Ferida Curada,83,0.49,0.49,0.845,0.0,2,0.213,-3.359,1,0.0973,146.105,0.548
Yasmin Santos Ao Vivo em São Paulo - EP 2,1QdpjznhhFhbJGwPYy42We,Yasmin Santos,597XBqZtaiZC7laCNx3nVz,174178,2KyXyTrp3kp1Fsg7B1osYD,"Para, Pensa e Volta - Ao Vivo",80,0.245,0.611,0.791,0.0,2,0.237,-3.095,1,0.0436,111.928,0.572
"Todos Os Cantos, Vol. 3 (ao Vivo)",0q1sCNFTFPy66A2zeK8qh5,Marília Mendonça,1yR65psqiazQpeM79CcGh8,147748,3GmJxfnUDrIs1iCfKUELFz,Supera - Ao Vivo,84,0.0604,0.665,0.743,0.0,4,0.959,-4.434,1,0.0567,131.573,0.658
Diego & Victor Hugo Ao Vivo em Brasília - EP1,2lmLfahVMp5C3w9HW5TxbL,Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,182734,4gDvg62vG96w0qJaF6wzcd,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,80,0.724,0.542,0.876,0.0,6,0.925,-3.378,1,0.0972,118.777,0.634
Espelho no Teto,3Q8PieCLGn2FxR6pTh2vsu,João Gustavo e Murilo,6xerOqBLmelL3xZNZkVbGl,179164,5pRGXCDY0eT6R1QicAn7Uk,Lençol Dobrado,81,0.361,0.707,0.664,0.0,2,0.331,-5.042,1,0.0382,124.991,0.674
Por Inteiro (Primeira Metade) [Ao Vivo],7bhvp31hhYF8kRCZreDmAU,Felipe Araújo,47uyFQHOD02S0lj9ptRpoB,179100,4lEw9Id7kLDSJ6KRdaenM9,Espaçosa Demais - Ao Vivo,81,0.375,0.676,0.888,0.0,10,0.231,-3.658,1,0.0783,160.034,0.711
Tem Moda Pra Tudo (Ao Vivo),43Z8iIpoxaCrr27KILZJzs,Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,224001,5q0NlM6Pm8Pp3orq7zGiRn,Quarta Cadeira - Ao Vivo,82,0.589,0.565,0.82,0.0,5,0.621,-5.031,0,0.243,76.471,0.604
Perfect Strangers,163nFrWkhj8FwiwJ11Gu93,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,196613,1CUVN2kn7mW5FjkqXTR2W1,Perfect Strangers,24,0.372,0.742,0.819,0.0,1,0.277,-5.307,1,0.0487,117.986,0.709
Nine Track Mind,6E0p38TjcK490itZ1Ns7bD,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,194453,6vSforRhuzsA0D0SO9fG1S,One Call Away,56,0.403,0.667,0.613,0.0,1,0.115,-5.353,1,0.0344,91.024,0.47
Lemonade,7dK54iZuOxXFarGhXwEXfF,Beyoncé,6vWDO969PvNqNYHIOW5v0m,206080,6g0Orsxv6glTJCt4cHsRsQ,Formation,77,0.00532,0.896,0.621,0.0,5,0.196,-6.857,0,0.237,121.966,0.818
Dancing On My Own,5Hq4LcmCQ6BP3kM8J5lgga,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,260004,02WacdrRpm4zlP8H7X6bnQ,Dancing On My Own,26,0.851,0.608,0.174,1.92e-05,1,0.0855,-8.796,1,0.0332,112.175,0.193
When The Sun Goes Down,49yHvRh1cOfLcEKukEP7Ox,Selena Gomez & The Scene,6dJeKm76NjfXBNTpHmOhfO,188453,0laYHRpNTS6i8FXdupHkJ4,Love You Like A Love Song,75,0.0761,0.858,0.678,0.0,1,0.0741,-3.87,0,0.0469,117.009,0.922
Beautiful Girls,71clfVkkopYLrgweVj2cow,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,225373,1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls,78,0.15,0.762,0.661,0.0,1,0.256,-6.075,0,0.0687,130.009,0.769
In the Name of Love,1FOJ5IXGXe8dl0cXvCU6wK,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,195706,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,82,0.109,0.501,0.519,0.0,4,0.454,-5.88,0,0.0409,133.99,0.168
Never Forget You,6qzPKFNrkrL7xTa7osFbnR,MNEK,7uMh23xWiuR7zsNkuNcm2G,213427,2I5Z2JIIQX9d5XCOLDk8wx,Never Forget You,54,0.00312,0.583,0.732,9.86e-06,11,0.269,-5.728,0,0.0457,145.992,0.276
Raised Under Grey Skies (Deluxe),3cS0qzNDjE5SjdAL1W98fo,JP Cooper,4kYGAK2zu9EAomwj3hXkXy,220290,0zbzrhfVS9S2TszW3wLQZ7,September Song,78,0.054,0.614,0.615,0.0,0,0.0921,-6.7,0,0.0444,95.941,0.374
Bloom,1OyADPvYTlmT5hV0mtxLAY,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,204726,1YHT1FZv5t3ZFLsVPuy6Rq,My My My!,16,0.00407,0.701,0.458,0.000151,1,0.045,-7.749,1,0.0836,102.967,0.482
Camila,2vD3zSQr8hNlg0obNel4TE,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,217306,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),86,0.184,0.765,0.523,3.56e-05,2,0.132,-4.333,1,0.03,104.988,0.394
Scorpion,1ATL5GLyefJaxhQzSPVrLX,Drake,3TVXtAsR1Inumwj472S9r4,217925,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,84,0.0589,0.835,0.626,6e-05,1,0.396,-5.833,1,0.125,91.03,0.35
Scared to Be Lonely,2v9rQe4F8fVSh5v8bAq0jF,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,220883,3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,81,0.0895,0.584,0.54,0.0,1,0.261,-7.786,0,0.0576,137.972,0.195
Strip That Down,2mnDyPSNM02LMvniaMWnLl,Liam Payne,5pUo3fmmHT8bhCyHE52hA6,204502,6EpRaXYhGOB3fj4V2uDkMJ,Strip That Down,21,0.246,0.869,0.485,0.0,6,0.0765,-5.595,1,0.0545,106.028,0.527
Hurt Somebody,4tpVFjYKSR6ivXVK5YXEc4,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,168640,7apizLyhMRutg3ccXvr2qv,Hurt Somebody,67,0.338,0.633,0.559,0.0,6,0.262,-5.135,1,0.313,114.983,0.473
"Love Me Like You Do (From ""Fifty Shades Of Grey"")",2YLHkrwyRBsjBgSAySg0es,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,252538,7y2YUIyCuVhBidENVT0068,"Love Me Like You Do - From ""Fifty Shades Of Grey""",21,0.281,0.258,0.631,0.0,5,0.127,-6.617,0,0.0541,189.583,0.266
Handwritten,0CnQ0JQajNswRjPkNYVG8m,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,206880,3zkWCteF82vJwv0hRLba76,Stitches,78,0.0152,0.746,0.754,0.0,1,0.0486,-6.681,1,0.067,149.882,0.764
Made In The A.M. (Deluxe Edition),1gMxiQQSg5zeu4htBosASY,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,230333,3NLnwwAQbbFKcEcV8hDItk,Perfect,74,0.0598,0.647,0.823,0.0,2,0.119,-5.231,1,0.0762,99.933,0.396
What Is Love? (Deluxe Edition),1MvF4ulZKH7SaDQs9rE5nc,Clean Bandit,6MDME20pz9RveH9rEXvrOM,222706,3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),74,0.0357,0.74,0.622,4.85e-05,11,0.356,-4.608,0,0.0446,104.966,0.556
Wildfire,0mFDIOqypzHp6Xd0el1hoT,Rachel Platten,3QLIkT4rD2FMusaqmkepbq,204013,37f4ITSlgPX81ad2EvmVQr,Fight Song,80,0.0549,0.564,0.714,0.0,7,0.155,-4.987,1,0.129,175.924,0.33
Purpose (Deluxe),7fZH0aUAjY3ay25obOUf2a,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,233720,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,25,0.835,0.609,0.378,0.0,4,0.28,-9.828,1,0.438,100.418,0.515
Dangerous Woman,4lVR2fg3DAUQpGVJ6DciHW,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,226160,4pLwZjInHj3SimIyN9SnOz,Side To Side,21,0.0408,0.648,0.738,0.0,6,0.292,-5.883,0,0.247,159.145,0.603
DNCE,3Wv4X8OA65pGpFzBkuUgAh,DNCE,6T5tfhQCknKG4UnH90qGnz,231813,7ciLq0Cip0yxiz6KANrOUq,Toothbrush,73,0.133,0.558,0.801,0.0,7,0.392,-5.795,1,0.131,105.006,0.831
us,3L0H4RjVXpEkwfDgi3XOdf,gnash,3iri9nBFs9e4wN7PLIetAw,251033,7vRriwrloYVaoAe3a9wJHe,"i hate u, i love u (feat. olivia o'brien)",82,0.687,0.492,0.275,0.0,6,0.101,-13.4,0,0.3,92.6,0.18
Joanne (Deluxe),2ZUwFxlWo0gwTsvZ6L4Meh,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,205280,7dZ1Odmx9jWIweQSatnRqo,Million Reasons,80,0.437,0.665,0.424,0.0,0,0.107,-7.838,1,0.0444,129.911,0.134
Ella Mai,67ErXRS9s9pVG8JmFbrdJ0,Ella Mai,7HkdQ0gt53LP4zmHsL0nap,213993,6CTWathupIiDs7U4InHnDA,Trip,80,0.225,0.477,0.61,0.0,11,0.107,-5.628,0,0.144,79.882,0.358
COSMIC,5EEkfRgfYHiFu0lGur6Z6M,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,131064,7uzmGiiJyRfuViKKK3lVmR,Mine,82,0.0161,0.71,0.789,2.77e-06,4,0.451,-3.874,1,0.0722,142.929,0.717
Glory Days (Deluxe),2GJLzxAajkFeyDPVH7X4Cs,Little Mix,3e7awlrlDSwF3iM0WBjGMp,246240,0YHUITU3w6ws1v8ehT264g,Shout Out to My Ex,19,0.0316,0.774,0.739,5.95e-06,0,0.119,-4.022,1,0.0952,126.002,0.823
Slow Hands,7BJ02LuWRn3RH7yDHZAJr2,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,188174,167NczpNbRF7oWakJaY3Hh,Slow Hands,20,0.0142,0.728,0.426,0.0,0,0.0546,-6.69,1,0.0509,85.908,0.844
Pretty Girl (Cheat Codes X CADE Remix),1XYA8eDvomdYTbQBzk0jT1,Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,193613,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,78,0.15,0.703,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,0.733
Dusk Till Dawn (Radio Edit),5l5gR4rh26QI3fijGFTDrp,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,239000,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn - Radio Edit,83,0.101,0.258,0.437,1.27e-06,11,0.106,-6.593,0,0.039,180.043,0.0967
Malibu,7CUczABBlsbd5fqng9mjxo,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,231905,2habSXqcJGExM6JJyskY7O,Malibu,25,0.0577,0.565,0.782,4.16e-05,8,0.0757,-6.413,1,0.0506,140.004,0.4
Shower,4JlzEvVJqpb62Xwc0EmOHr,Becky G,4obzFoKoKRHIphyHzJ35G3,206166,3DmW6y7wTEYHJZlLo1r6XJ,Shower,75,0.0317,0.699,0.529,3.59e-05,2,0.285,-7.548,1,0.0487,119.987,0.121
Please Don't Go,2SF8Wbc61u8hlQkZYGVCnx,Joel Adams,36jaGQtMj5UWD0eO1fCVdD,210580,3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,77,0.0118,0.513,0.768,1.94e-05,4,0.294,-4.868,0,0.0587,84.264,0.235
Starving,18pR217SWwBjODSRWFBw0I,Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,181880,4Ce37cRWvM1vIGGynKcs22,Starving,80,0.378,0.729,0.615,0.0,4,0.105,-4.238,1,0.0647,99.989,0.508
Camila,2vD3zSQr8hNlg0obNel4TE,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,226973,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,78,0.181,0.637,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,0.243
No Brainer,02drHFQa59AoJWU6DXSSjd,DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,260000,5WvAo7DNuPRmk4APhdPzi8,No Brainer,80,0.0733,0.552,0.76,0.0,0,0.0865,-4.706,1,0.342,135.702,0.639
Get Weird (Deluxe),4bzVI1FElc13HQagFR7S1W,Little Mix,3e7awlrlDSwF3iM0WBjGMp,211773,5y6pj7OeBFF0CVgZKhRbOG,Black Magic,78,0.0348,0.777,0.895,0.0,4,0.317,-4.464,1,0.0618,111.987,0.826
Closer,0rSLgV8p5FzfnqlEk4GzxE,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,244960,7BKLCZ1jbUBVqRi2FVlTVw,Closer,86,0.414,0.748,0.524,0.0,8,0.111,-5.599,1,0.0338,95.01,0.661
Made In The A.M. (Deluxe Edition),1gMxiQQSg5zeu4htBosASY,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,192120,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,76,0.109,0.73,0.703,0.0,0,0.0657,-5.672,0,0.0369,138.113,0.595
The Time Of Our Lives (International Version),0IuHVgAvbNDJnJepuSZ8Oz,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,202066,3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,80,0.00112,0.652,0.698,0.000115,10,0.0886,-4.667,0,0.042,96.021,0.47
Voicenotes,0mZIUXje90JtHxPNzWsJNR,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,208786,5cF0dROlMOK5uNZtivgu50,Attention,84,0.109,0.775,0.613,2.33e-05,3,0.134,-4.586,0,0.0542,100.066,0.797
Back from the Edge,7oiJYvEJHsmYtrgviAVIBD,James Arthur,4IWBUUAFIplrNtaOHcJPRM,211466,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,85,0.695,0.358,0.557,0.0,10,0.0902,-7.398,1,0.059,85.043,0.494
MKTO,5IenxFp0vpnXBUxPcwJtbE,MKTO,2l35CQqtYRh3d8ZIiBep4v,175426,6FE2iI43OZnszFLuLtvvmg,Classic,78,0.0384,0.72,0.791,0.0,1,0.157,-4.689,1,0.124,102.071,0.756
Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,208733,0AS63m1wHv9n4VVRizK6Hc,Mercy,82,0.125,0.555,0.662,0.0,11,0.111,-4.952,0,0.0827,148.128,0.356
Dangerous Woman,3OZgEywV4krCZ814pTJWr7,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,244453,2meEiZKWkiN28gITzFwQo5,Into You,81,0.0162,0.623,0.734,1.9e-06,9,0.145,-5.95,1,0.107,107.853,0.372
Get Weird (Deluxe),4bzVI1FElc13HQagFR7S1W,Little Mix,3e7awlrlDSwF3iM0WBjGMp,249813,4JIo8RztBbELr2gWJ5OGK6,Secret Love Song,79,0.259,0.534,0.642,0.0,9,0.29,-3.971,1,0.0504,92.963,0.131
Nine Track Mind,5Nwsra93UQYJ6xxcjcE10x,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,217706,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore,80,0.621,0.728,0.563,0.0,1,0.179,-8.053,0,0.134,100.017,0.352
Title (Deluxe),5W98Ab4VvQEuFEE4TIe5fE,Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,225053,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),80,0.4,0.63,0.53,0.0,0,0.177,-7.259,1,0.0434,108.038,0.417
All Your Fault: Pt. 2,6t5D6LEgHxqUVOxJItkzfb,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,163870,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),83,0.047,0.643,0.783,0.0,10,0.083,-6.458,1,0.0856,154.084,0.579
Made In The A.M. (Deluxe Edition),1gMxiQQSg5zeu4htBosASY,One Direction,4AK6F7OLvEQ5QYCBNiQWHq,187426,0HMjXBAZmSYOTTi33WpMso,History,74,0.0352,0.655,0.699,0.0,11,0.064,-4.421,1,0.0493,86.704,0.802
Evoluiu,30hPMwyrsLPasI6413LJ6W,MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,179644,0WhDotK0QXigmsrlw0DxKK,Evoluiu,81,0.466,0.776,0.465,0.0,7,0.363,-6.368,0,0.434,149.829,0.694
Eastside (with Halsey & Khalid),7pkLXlFdpQDfmHujT2AbBK,benny blanco,5CiGnKThu5ctn9pBxv7DGa,173799,0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),86,0.555,0.56,0.68,0.0,6,0.116,-7.648,0,0.321,89.391,0.319
Não sou obrigada,3tPNupBNXriclh9KYZOmyJ,POCAH,11iQCRz636WFdHj42qxAF6,148340,0nkDm27DGppCSk8dnGtvPa,Não sou obrigada,75,0.356,0.819,0.951,0.0,6,0.145,-2.896,0,0.141,153.963,0.963
"Fã de Carteirinha Sunset, Ep. 01 (Ao Vivo)",08XT41HiFtjXbl1X4sihw0,Pixote,0ciLF0bOuu2BhqzCEZgHoB,342622,141xCZ6pvh4ymCsQkOFX80,Nem de Graça / Saudade Arregaça - Ao Vivo,75,0.605,0.477,0.813,0.0,10,0.467,-5.919,1,0.0743,97.888,0.75
quando a bad bater (ao vivo),3YGMob7dYzBfwHi9TFOU0T,Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,179722,1nVIlX3h3Ds9bH6JMQopIU,quando a bad bater - ao vivo,83,0.307,0.647,0.787,0.0,1,0.532,-4.767,1,0.0413,128.121,0.535
Vai menina,4FnSnYGeUizGbNnmzRQlWY,Pedro Sampaio,5wbf52LA6kcaboHSN6NEF1,122435,1oQppEGTHYN53xfEaTz4ua,Vai menina,78,0.413,0.795,0.878,0.0,1,0.0968,-3.261,0,0.278,149.971,0.963
Quando a vontade bater (Participação especial de PK Delas),4xZooRPlL4QKyM0twraCtp,Pk,5xYkM2vMrE23taj6tl7qkm,166400,26WpOBpHiIMoBuMEIwtOCH,Quando a vontade bater (Participação especial de PK Delas),83,0.539,0.621,0.7,0.0,8,0.152,-5.502,1,0.247,149.902,0.704
