name,id,popularity,duration_ms,album,album_id,artist,artist_id,speechiness,valence,mode,liveness,key,danceability,loudness,acousticness,instrumentalness,energy,tempo
Mint Condition,1LPo38cuwUVi9WONMsslpW,31,205386,Todo Lo Que Te Digo Está Mal,7hBSMWsqrgjyblplyrWWQf,Easy Easy,7amHpnebrA0ws6pCuN4Xdu,0.0552,0.522,1,0.166,0,0.577,-5.538,0.0575,2.26e-05,0.846,141.915
Queen of Denial,1n9ZBBTEXUvpafO5Lgwq8Z,35,120115,Cropduster,3iLMjJH5eXk7Fi723Jq9pj,Adolescents,2sSmGd0x45FGBtjJwNBSFr,0.136,0.229,0,0.092,4,0.526,-2.567,0.00132,0.0,0.982,106.607
Loser,5jJtTHIf1NMtYNhVVqXnjR,29,151352,Loser,0BrOQwhdwCktoB5NYlYFDu,LOSER,28erIPSPyu1d4BtolxQ624,0.132,0.151,1,0.34,2,0.231,-5.54,0.0149,0.000704,0.993,165.763
Gwenwyn,7nnUCCtzCCOAiQlOXZoD99,39,182786,Gwenwyn,1YzjmPCMxqiRrJBrHGjmvg,Alffa,7iY7ckZelLh9emhog8UrXD,0.0709,0.489,0,0.103,11,0.619,-4.678,0.00447,0.00031,0.786,142.086
Depois das 3 (Rua Augusta),3IjPtICHojnMrfUkINsRae,15,233771,Crônicas do Underground,7yRn2sd8eg5VNgE7i1xtd8,Mattilha,1p5k3q7GkTTeSI3dundiSU,0.151,0.401,1,0.266,9,0.492,-3.739,0.000796,3.27e-06,0.927,112.916
Revolution,3Aj9YBpLwMSqe55JNLhNQM,51,144666,Andiamo (Explicit Content U.S. Version),26DSJ5UgCat5UB3CPX7DlK,Authority Zero,5CHcX5KtuSz5uo1p5fM3sz,0.0397,0.633,1,0.0893,0,0.627,-3.393,0.00254,0.0,0.963,103.972
Gutter,4RRbbB3S8Lz3Sj9GBO3ANw,19,247261,The Pilgrim,0DpuKiZ7b40rHL7QhRJI0d,Gustavo Bertoni,3SBeVI3ELQKQTEDoQ9ztq9,0.029,0.135,0,0.0888,7,0.528,-6.502,0.504,0.000222,0.554,128.486
Atlas,6eELkQOqdGf2Lm0yIzijpi,30,135626,Semper Fidelis,3m59618hvN56u1kmz85sIq,Melian,1n5i7u9Lnpe7axbH2txlOR,0.0354,0.549,0,0.359,11,0.392,-4.248,0.125,8.18e-06,0.868,159.852
Broke Neck,5bdlbuAVKzfGqV9433HCaF,33,175133,The Great News,2Any1tTJsiYRaKtwL531oN,John Coffey,4kffVdSOMGP0BOiBXVgeyA,0.118,0.481,1,0.393,6,0.344,-6.092,0.000229,0.0188,0.889,179.985
Rapture,1kM2VS4HfIU6gNl1LTOQk0,55,214986,Erase Me,7431Bc80pipMjt6v3qm0UL,Underoath,3GzWhE2xadJiW8MqRKIVSK,0.0736,0.389,1,0.104,7,0.546,-4.247,3.44e-05,0.00333,0.937,96.033
Let Me Live / Let Me Die,2UKMqNCVsHrAYzBZMA0rxL,10,207141,Let Me Live / Let Me Die,1aY43nCh7Oy0D7KEfPRqBA,Des Rocs,2kO6mP0olFJGGh6kvUdNC8,0.101,0.237,1,0.077,9,0.51,-4.854,0.034,0.0,0.759,91.123
Parabéns aos Envolvidos,6PiuCvBFIXLyUjhmmWgSRp,30,129839,Parabéns aos Envolvidos,3xazhWjWqoYt9UqOdCRk6B,Surra,5TM5LOr6mxQGod2sH9Uz9e,0.12,0.294,0,0.0429,1,0.319,-4.233,0.000123,0.0513,0.986,122.268
Wake Up,1eSHchXkW2pOAH8k5cLx8f,22,240782,Wake Up,4QJExj7bneFgYz899awiRW,The Dead Love,0G2ShWwCGT5aGubowNDk2N,0.173,0.204,1,0.0924,5,0.473,-7.166,0.000144,0.0,0.867,115.021
Rogério,451nXzER7mKRhdcKjGmwS5,43,215053,Rogério,59jhRMBpmQKFKMija2A8PM,Supercombo,73HkjgziMO6I83vFOS8mo1,0.0524,0.435,1,0.344,10,0.519,-7.331,0.0124,0.0,0.833,77.025
Calloused Hands,0nzIaqMYg6xfEMhpG5HGtP,25,192568,Calloused Hands,7eX689Z0E00tnGqY0DVlCU,SHVPES,0XrqdPZEYIUOUOc9rtee4m,0.0639,0.522,1,0.0491,2,0.582,-4.435,0.00078,0.0,0.958,113.036
Cave Song,2lxqOVJzuS0s1SgulAvkav,48,141008,Cave Song - EP,4Ot58H0rbFZycunXoYQKTT,Pretty Vicious,4KH4eOg39KeBpnfSgvIteD,0.079,0.387,1,0.413,9,0.475,-3.823,0.000381,1.78e-05,0.914,105.006
Hope,0IjqvPyctsYf3ASQPHWBvB,49,250226,Understanding What We've Grown to Be (Deluxe Edition),6QmepOn4v046xEUpYEcq1t,We Came As Romans,6qO6LhD6FuXK5e2PtfAIMz,0.0719,0.487,0,0.513,0,0.506,-9.542,0.000111,5.53e-06,0.905,135.001
See Me Smiling - Acoustic,706qCavkaivHYcTAgccptW,26,230013,"When You're Through Thinking, Say Yes (Acoustic)",60kFA4T3OiI3kPzyNecjQ7,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,0.0305,0.588,1,0.257,7,0.504,-5.445,0.236,0.0,0.674,80.05
Don't Go,4DPoSUdIOAsXICe1SRujzf,51,298480,There Is A Hell Believe Me I've Seen It. There Is A Heaven Let's Keep It A Secret,2BxDLAnw4QPcs8U4r1StrI,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,0.0771,0.0931,0,0.0681,0,0.415,-7.585,0.0914,5.47e-05,0.806,130.057
I Can't Make Your Decisions for You,6U1V1s0MHM56Zeh5cLgbpc,30,225453,Understanding What We've Grown to Be (Deluxe Edition),6QmepOn4v046xEUpYEcq1t,We Came As Romans,6qO6LhD6FuXK5e2PtfAIMz,0.176,0.284,0,0.181,1,0.174,-2.392,2.86e-05,0.0111,0.978,164.988
Clube Dos Canalhas,2UX8moWR8EvEr2DKitSpmu,52,180333,A Arte do Insulto,2JOTr7R44QiDGLYFwrfFwt,Matanza,5OlITTCPCIxWOa3TEpemuF,0.0725,0.815,1,0.25,4,0.451,-4.115,7.01e-05,6.1e-05,0.947,156.18
Rhythm Is A Dancer (feat. Kaleena Zanders),1m3vmoYlc3tm1cNV0QWzzN,63,171428,Rhythm Is A Dancer (feat. Kaleena Zanders),0U1fMbYm8RKZ8kRZ625m2A,Breathe Carolina,53M4Iv2RkzzxFFvW2B1jhC,0.0551,0.554,1,0.191,11,0.618,-1.943,0.0531,0.000417,0.885,125.984
Ocean Avenue,23oxJmDc1V9uLUSmN2LIvx,74,198266,Ocean Avenue,24IBCzEJlHBI0ioxlSuSPA,Yellowcard,3zxKH0qp3nBCuPZCZT5Vaf,0.0638,0.786,0,0.0947,6,0.486,-3.751,3.43e-05,2.83e-05,0.904,173.734
Not My Style,3bIM3tl9k08rtoUVQti9nm,33,168761,4,2b5TUQi5gJEAfIi2bIB3WM,The Red Jumpsuit Apparatus,1SImpQO0GbjRgvlwCcCtFo,0.151,0.218,0,0.0482,9,0.476,-3.883,0.000347,0.0,0.973,100.035
Circles,6zUy2nnchfZpzaDalE6sO2,60,224306,Misadventures,4wIX07SiESzMbSLCK3qCWQ,Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,0.0979,0.379,0,0.143,11,0.504,-3.156,0.000223,6.41e-05,0.975,81.008
Abrace Sua Sombra,36mbZtctjMcSoa7Q8IF5G7,26,290557,A Sinfonia de Tudo Que Há - Deluxe,29py48OnsL7go7JNImWPLn,Fresno,2sFXe6NbmT3k7Qy4N8fE7f,0.0434,0.359,1,0.202,2,0.536,-4.053,0.702,0.000511,0.802,130.045
Escapando,2Hi89SSFyzjPrJ8qDGkLtB,9,109373,O Melhor de Dead Fish,6QUw7uUmR97wbZxPhsxymp,Dead Fish,7Lvg39k5XgXevGR767ikYI,0.113,0.292,0,0.284,9,0.407,-5.439,0.00187,0.0,0.976,127.714
Foda-Se,7iU4RVP5FtAs59FFoUrFlK,31,269126,Que Seja Feita a Nossa Vontade,5MTtnJ529cCDXCCMSpgIwq,Project46,4PdFQIzACemw18MfVS1LCF,0.223,0.0585,0,0.0679,4,0.363,-3.228,0.000634,0.000398,0.996,121.802
If You Have Ghosts,1sNSlzvQ5jPir46X5X1TeH,57,214880,If You Have Ghost,08U01AsCXhbP7QdC7GABYw,Ghost,1Qp56T7n950O3EGMsSl81D,0.0432,0.513,0,0.0824,6,0.502,-4.783,0.00345,0.000795,0.787,135.03
When Bad Does Good,55rbvTVML3iFFcmB1FX0oY,4,265973,When Bad Does Good,48oEcEIK8UTubZ6c0PXRzN,Chris Cornell,0XHiH53dHrvbwfjYM7en7I,0.043,0.0374,1,0.319,1,0.14,-5.761,0.0409,0.0,0.664,178.984
Fly,039oMjifp701aVFNfBi8Uh,44,318080,Rainier Fog,4AAPRl8BKlsIVC5aeedlBv,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,0.0263,0.363,1,0.182,6,0.517,-5.097,0.000235,0.0617,0.814,105.004
Song of the Siren,0bJtITsCcEB8NQ1UF1wzAo,31,193191,Thanks for Everything,7sYzJ6MiLk7SZAIVfJukbE,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,0.0361,0.215,0,0.109,2,0.531,-11.883,0.749,7.07e-05,0.246,149.905
Holier Than Heaven,2zsemf4JejDQtqPj8Rz9lN,49,246520,Misery,5AtTKLErRJPLZAOfPabe7m,The Amity Affliction,6kNKUYGn6VNGsRoXmyoDPK,0.0946,0.473,0,0.144,1,0.524,-4.314,0.00771,0.0,0.976,130.036
Lying About Me And You,1LiAk75rMbVfQ7J8tZpe8s,23,192386,Parallel Universe,7eguWKpAdV5hEBrFinKw5F,Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,0.0461,0.245,0,0.103,1,0.654,-4.761,0.044,0.0,0.653,94.972
Demon and Division,1z1KFCZnxDl5YsJPhJcqqB,45,196360,Is This Thing Cursed?,1qmUB0PQQDdu00WMpro2YC,Alkaline Trio,1aEYCT7t18aM3VvM6y8oVR,0.0764,0.565,1,0.116,9,0.462,-4.015,0.000178,9.94e-06,0.936,159.947
Kamikaze,2gsNpSn7VvvJuSrIDfRoYy,73,216029,Kamikaze,3HNnxK7NgLXbDoxRZxNWiR,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.484,0.642,1,0.329,2,0.78,-5.175,0.112,0.0,0.808,79.982
Subversive,6QK9rJLAqeBr0lviODS1GR,36,235920,Hydrograd (Deluxe Edition),5ZIDCr7j6480uxOyYuydny,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,0.145,0.0951,1,0.499,8,0.443,-3.899,0.000844,6.78e-06,0.995,111.827
Iris,2WYYUjK8AkaJ5Tey91Tpyj,3,250078,"Cover Sessions, Vol. 5",5hsglUFG5r8NDmIU4tfXRl,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,0.026,0.3,1,0.113,2,0.523,-5.173,0.664,3.08e-06,0.469,154.078
Você Vai Lembrar de Mim,3rHpMNkWULrlqLhD58nWOj,17,323347,Você Vai Lembrar de Mim,5gSUAOo9vJzX7tMqzJokNo,Detonautas Roque Clube,5AlUDdksfPP7l4Qm22MJA9,0.0358,0.733,0,0.0939,11,0.432,-6.447,0.147,0.000169,0.638,204.134
Só Pra Castigar,2X8sssaxS5GReg6945B6RW,70,163850,Ws Mais uma Vez,4jIBQoLUex0mkGHpPLhPu8,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,0.0386,0.648,1,0.578,0,0.681,-1.77,0.0201,0.0,0.94,124.015
Aquele Um Por Cento,79iQlp0qpAz9trxvIk2B3C,30,143522,Segue o Baile...,78PVvO2rVwH9XkrUY05chE,Hardneja Sertacore,4DAXk6EzfafnFs1LZfxJ6N,0.134,0.581,0,0.0824,9,0.498,-4.032,0.0101,0.0,0.982,199.819
The Dark,0ZWBuv544C0STkXfYb9Sd5,49,229893,Palms,33QALYQaToksvmXeDxqBvE,Thrice,3NChzMpu9exTlNPiqUQ2DE,0.0815,0.302,0,0.103,10,0.518,-6.031,0.00417,0.00768,0.713,140.137
Prayers,2HLOsBfH6RCLq85GVodkLe,45,230027,Generation Rx,2rKCj6Uk9xV1l0OpRrSVel,Good Charlotte,5aYyPjAsLj7UzANzdupwnS,0.0716,0.257,0,0.0755,9,0.365,-5.683,0.000803,4.85e-06,0.867,183.912
"Hoje Sou Trovão, Pt. 2",4vEACEzQHKE1iWo97hjapc,36,204272,"Hoje Sou Trovão, Pt. 2",2mGyJlgyOfzAOA4BEJo3qZ,Fresno,2sFXe6NbmT3k7Qy4N8fE7f,0.0437,0.149,1,0.142,2,0.593,-6.869,0.445,6.17e-05,0.708,109.967
what i am,7FJUWOmTarTFw4faqTxtlw,49,196184,what i am,5DA5zZiHuWADzIdaPfRrNy,Crown The Empire,2vKiJjsgjgqIECUyYeIVvO,0.0449,0.326,0,0.477,4,0.49,-4.414,0.000152,0.0533,0.81,75.972
Mad Hatter,06ccOZxagoqk4oc0cGaJw7,58,303746,Mad Hatter,4cYx05jNL7Pz1AW0kcwoXi,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,0.0678,0.137,0,0.0717,7,0.412,-4.538,0.000661,0.00387,0.956,152.025
A Reason to Fight,2Ff2CBFamBE7C9VBohAJ0K,3,284293,A Reason to Fight / Are You Ready,67M222X6auwQy70w3DbTV4,Disturbed,3TOqt5oJwL9BE2NG9MEwDa,0.0248,0.26,0,0.13,6,0.591,-5.573,0.0158,0.0,0.571,75.04
The Old Me,7LsAld1wdZSVk7gvtY1S94,54,189600,The Old Me,3q1gnp5gSo1z2YRk6Rd0S4,Memphis May Fire,7cNNNhdJDrt3vgQjwSavNf,0.241,0.508,1,0.623,6,0.433,-3.694,4.63e-05,2.51e-05,0.989,87.442
"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",0cDwUAF7yQrOLRcFfJpSc2,66,210934,"Zero (From the Original Motion Picture ""Ralph Breaks The Internet"")",3eiAj6uPlzdAKagriQb3Hq,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,0.0321,0.264,1,0.115,6,0.634,-7.49,0.000448,0.00139,0.652,90.012
Who Let the Dogs Out,5jDpBp9xdsQ8wevJ143Sff,40,150581,Who Let the Dogs Out,0RhqBC0Q2R6vIGTcHZNxGP,Our Last Night,00YTqRClk82aMchQQpYMd5,0.0657,0.628,1,0.227,0,0.596,-4.745,0.00038,0.0171,0.954,128.913
Up To No Good,0CS8pfaruqU1ykgmwLteRb,50,271253,The Secret Service,3MQqDFVCjyDADqKNl90cUH,The Hoosiers,4LlDtNr8qFwhrT8eL2wzH4,0.0253,0.844,0,0.372,2,0.682,-7.09,0.108,0.000805,0.699,95.994
My Fate,0iPjp13sbUXgjCgHiJBxCg,45,312866,My Fate,6n66ZFspIdztE5gNQTeG7M,VIMIC,2UEyJ8dNZxlaXcb8btfEH4,0.0682,0.455,0,0.294,6,0.504,-1.39,6.85e-06,0.304,0.987,109.97
Aggression,0V2ZT1jGwpgFdJKEF7BcAT,46,213582,Palisades,4EVx04ReWjD3Xr318eSvyt,Palisades,2w6slVluzWlwADP8aB5yz5,0.062,0.352,0,0.88,4,0.52,-4.415,0.000697,0.0102,0.939,95.031
Zica do Pântano,1ZkJO1bewFQ774T2vICB24,19,254293,Zica do Pântano,4RvvuaeYsvnMi8VeZqyDI4,Claustrofobia,6qQ1oR8882plR1Iwfuh179,0.105,0.305,1,0.0927,1,0.261,-6.471,3.52e-06,0.675,0.962,104.003
Once You Taste Blood,52npcX3OyVS3Gg5UAYtpbO,18,263100,Homes & Galaxies,0TvqbBd23TOC2gSxnYbgV3,Flèche,5R5eFkv3lGzBuYpjU6w5qs,0.0584,0.618,0,0.255,11,0.377,-6.606,4.46e-05,0.261,0.91,172.097
I Don't Love You,05eWggqE1dGTn8HcB9GeOY,43,231771,I Don't Love You,6xJ74TxPjlVl23XU4vfMOb,Moose Blood,5fEKZRCUa0JApec5Xy095q,0.0326,0.253,1,0.149,0,0.319,-18.908,0.00015,0.0,0.401,174.786
Open Sky,0oxlck5o6gDSS34MtArZW1,28,210028,One More Day,536TDgydOGK4k3r1ohkUKL,The Movement in Codes,62CtpUllLj406oIeUX74wQ,0.0707,0.628,0,0.161,7,0.562,-2.673,0.162,1.06e-06,0.953,136.953
Fill the Void,3mb87einZQBKiGJj038Tg3,24,199687,Remember Death,5tZjhfVEPlzlpD5nIxo8S3,Mute,3hLIsgoNbqdaXgPZDF8Xfs,0.0749,0.413,0,0.145,4,0.383,-2.944,0.000208,0.0,0.977,198.073
Low Light,2NfcmeV2zhJa6pHdRF0QuF,38,216600,Nexus,2TCGNLpo5j4FEXWuy0CWLn,Dayshell,4yextvMjXxQXzyQkyS1jYX,0.231,0.369,0,0.124,2,0.516,-3.349,0.000373,6.28e-05,0.958,127.985
Crooked Teeth,6Z5m5mKYFKdldV6i4rawCX,36,182762,Crooked Teeth,5jpUanPOtAE4pfm09niiIQ,Papa Roach,4RddZ3iHvSpGV4dvATac9X,0.293,0.321,1,0.339,2,0.383,-5.39,0.000132,6.84e-05,0.956,172.057
Aggressive,21jYKObJJclImy7htlk2bQ,22,248347,Aggressive,4SCh7EQBqrZ8hjHGT1Hbb2,Beartooth,6vwjIs0tbIiseJMR3pqwiL,0.223,0.287,1,0.37,2,0.604,-3.577,0.000667,9.04e-05,0.987,119.014
My Vow,2wrxyl7IKk0wPOUbroqa8t,46,168533,Vale,41QjsjJv2WbNgmPkD6dxpv,Black Veil Brides,6O7MpKrY91vlCd4Osi6XKs,0.147,0.443,0,0.216,10,0.434,-3.555,0.000135,0.00429,0.974,92.599
Cradle (Better Nature),4tAm8b9WoTWvlFmMWxdYIA,32,320973,Better Nature,02gH963ro23jvFuWkBds0s,Silversun Pickups,6qyi8X6MdP1lu6B1K6yh3h,0.0413,0.256,0,0.347,7,0.464,-6.345,0.013,0.442,0.847,154.997
"Paixões, Virtudes e o Incondicional",4k3ryOKYWenwAa2g9JjXjv,27,245789,Animalia,7INZwXTKAJH3zzPDcDh21q,menores atos,6KNc5HwsgpYNBCPaPrg4dv,0.051,0.478,0,0.123,10,0.346,-5.08,0.000224,0.0828,0.895,145.886
Sellout,4qprWLQh08BjbyGoHx6BDl,34,214339,Dark Matter,4aWdr0Nnt2wRcqD9OaIDtz,The Word Alive,1CF8aEN939swnuIZGFI7Hk,0.0914,0.0536,1,0.316,7,0.376,-4.726,0.000158,0.204,0.938,97.072
Dive In,6LhGzSZlIGxZpyIXXZn9ZV,54,292360,Misadventures,4wIX07SiESzMbSLCK3qCWQ,Pierce The Veil,4iJLPqClelZOBCBifm8Fzv,0.121,0.412,0,0.342,3,0.338,-3.798,0.000568,1.61e-05,0.96,160.935
Godzilla,6fe0gEcwf4JWDptV11PhHw,50,208884,Distance,2pTT5cgvY2nIQGbVFnznGj,With Confidence,2PWXHVDEtObSmUrNhfPRav,0.0308,0.373,1,0.116,4,0.709,-4.27,0.021,0.0,0.679,105.0
Bury Me,62wJuHJ28SLRLem8XMUS8b,48,178718,Bury Me,7FoQtty0uxiFSqH0DqYFxT,The Luka State,6DaXEbr3LdLNcui8pZf6AF,0.0903,0.701,0,0.215,11,0.378,-2.353,0.000905,0.0,0.935,178.118
"Drop Dead, Casanova",2TdFQkZXO5GOkBMc1zeRFb,31,189546,First Aid Kit,46dYe876m9EpWCjXcqbDbs,Disco Ensemble,0027wHZDQXpRll4ckwDGad,0.151,0.585,0,0.0978,11,0.343,-2.504,0.00185,0.0,0.987,164.388
Mucambo Cafundó,7yCoFXKwid18P0DdUSnrDY,16,223520,Selvagens à Procura de Lei,2C2bscJGG5jjJY3E65WuOk,Selvagens à Procura de Lei,093ybF4c81CndQe6qWtc8S,0.0861,0.533,0,0.138,0,0.439,-4.896,0.0771,0.0,0.949,154.081
Time-Bomb Ticking Away,13zFCArzBLIPwvrV6IncpU,50,202533,Afraid of Heights (Deluxe Version),2kqjqQneZx935suPAhokuj,Billy Talent,08yf5A2nS4XEeNvabDXqyg,0.0991,0.508,0,0.319,11,0.547,-2.872,0.0104,0.0,0.995,100.064
You'll Be Fine,3ZCTAoFsYaWTWGX8IH07Cf,47,213394,You'll Be Fine,65OSRLLDmgJCRze8PSSmUR,Palaye Royale,0hAd6zwEgt9ILuMDY1prcI,0.232,0.446,1,0.218,1,0.27,-5.016,0.0139,0.0,0.931,124.608
Maya the Psychic,1tg5c5gVzzpSHUsIWbEl8v,45,181786,Hesitant Alien,6eIESGFbd6HVMqlO8e1mYT,Gerard Way,4YZ5ECfbM2xSTSQTJGBbO5,0.0576,0.181,1,0.286,5,0.428,-4.857,0.0104,1.26e-06,0.973,147.777
Veneno (No Me Vas a Detener),45pDcwFfDvRO3HPl03LHHd,27,197825,"Siendo Sincero, Mentí",17STxYke7szl40QkQ1QvkH,Nose!,1q3UpIkSABVVfjnPQ85Nl9,0.172,0.378,1,0.115,1,0.528,-4.474,0.000366,6.28e-05,0.973,150.005
Never Quit,3J4Avf3ZJ6jkM2KX2ucS0B,28,245204,Never Quit,5ngiztMzsjVkFt6r2FizhP,Hills Have Eyes,3Fv2tsp92SxLAAjln6MfQf,0.152,0.202,1,0.141,2,0.463,-4.374,2.87e-05,0.0,0.956,130.044
Embedded Needs,6olOUy5njtiaOueM5CO0JV,29,215080,Definitively Alive,4XRLEveLsB8YgXCIvVfdYg,Garage Fuzz,5CxFdJDDcUDl0oa0DjrqJs,0.0971,0.334,0,0.189,1,0.272,-5.256,5.16e-06,0.812,0.983,132.315
Check Yes Juliet,3EPkxw98W1dCrN5czQw6dM,2,220146,We the Kings,1UO2bjJd2TVkkKQo5FUkRK,We The Kings,3ao3jf5d70Tf4fPh2bnXVl,0.0729,0.329,1,0.186,2,0.346,-4.247,0.00286,0.0,0.912,166.849
This Could Be Anywhere In The World,0pmdgnrTrUUR60u69LE5GR,48,243840,Crisis,5KlHprkUumEKWLTWT1bjGf,Alexisonfire,53RsXctnNmj9oKXvcbvzI2,0.0843,0.249,0,0.0839,1,0.281,-5.318,3.89e-05,0.000541,0.747,123.647
This Could Be Anywhere in the World,6dioUHRqB9j2EQT9647AwL,33,250550,This Could Be Anywhere in the World,3bCIsALPNEPa9Dkh6K7noF,Shreddy Krueger,25HmOYd23qvZqyu309sQX0,0.0948,0.379,1,0.387,9,0.311,-3.903,0.000206,0.0,0.901,123.929
"Four Out Of Five - Recorded at Electric Lady Studios, New York",4ya6kBUnCe27g0hZM57L1n,48,274968,Spotify Singles,0zKfApbjSv6TcWCvWtJf2q,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,0.0473,0.783,0,0.324,9,0.528,-7.956,0.0334,0.0,0.694,130.006
Self Help,33H1pDEn8hdNGDetae2w0K,47,203648,Generation Rx,2rKCj6Uk9xV1l0OpRrSVel,Good Charlotte,5aYyPjAsLj7UzANzdupwnS,0.125,0.278,0,0.344,6,0.36,-3.574,0.000207,0.000123,0.972,174.963
Torn,1NqH3H7CX9ffRcCc7bnKvS,61,244480,Torn,65MvFmasFUusRifkaL24b4,Neck Deep,2TM0qnbJH4QPhGMCdPt7fH,0.0621,0.441,1,0.266,8,0.554,-7.215,0.00245,0.0356,0.891,96.053
Holy Grail,4tcPYaHzpBNuh3PL5l19C5,38,183164,Holy Grail,61yyD9FD7bxfioS5iBu1uA,The Rasmus,76ptJV8617638xrpeoUtzl,0.0394,0.423,0,0.0888,0,0.629,-9.145,0.00757,0.0,0.514,94.082
Maybe,6JORpnl2N3JhgZGTl4WZlz,41,336693,Rainier Fog,4AAPRl8BKlsIVC5aeedlBv,Alice In Chains,64tNsm6TnZe2zpcMVMOoHL,0.0309,0.202,1,0.0971,6,0.507,-5.66,0.000257,0.00011,0.757,113.048
This Isn't Our Parade,2MaC7zGys24PcM76pv9fyS,38,220809,Thanks for Everything,7sYzJ6MiLk7SZAIVfJukbE,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,0.0247,0.588,1,0.404,7,0.594,-4.942,0.0136,0.00509,0.834,96.036
Drag The Lake,4vVzmaBsxXuKrJeMSLRF4y,61,211520,Misery,5AtTKLErRJPLZAOfPabe7m,The Amity Affliction,6kNKUYGn6VNGsRoXmyoDPK,0.0456,0.343,1,0.0685,6,0.498,-6.351,0.026,4.98e-06,0.904,133.973
Lips,77TdY0y5LDWb1bA4SIlgm3,21,200226,Parallel Universe,7eguWKpAdV5hEBrFinKw5F,Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,0.0411,0.278,0,0.208,4,0.636,-4.76,0.0241,0.0,0.723,126.965
Krystalline,7GgYMV1de6WUjrsy5VWP2c,43,209986,Is This Thing Cursed?,1qmUB0PQQDdu00WMpro2YC,Alkaline Trio,1aEYCT7t18aM3VvM6y8oVR,0.0441,0.48,1,0.189,3,0.442,-7.891,0.64,0.000259,0.589,158.997
Tropa de Elite - MOJJO Remix,1iQfrjBLsX82vLVYxa2rtE,0,148684,Tropa de Elite (MOJJO Remix),72smkWLUCcvMg0c5oQTThE,Tihuana,6FvGIOpELnPLxPoyqotQ0Q,0.0462,0.668,1,0.304,2,0.79,-6.032,0.000172,0.037,0.693,125.016
Greatest,2XTquzYQAdT1Hk78bOUwsv,74,226937,Kamikaze,3HNnxK7NgLXbDoxRZxNWiR,Eminem,7dGJo4pcD2V6oG8kP0tJRR,0.108,0.367,1,0.341,1,0.809,-5.186,0.0441,0.0,0.737,80.025
Bombtrack,4C6aX7H0ROxtmbmzwcE2xJ,37,244026,Hydrograd (Deluxe Edition),5ZIDCr7j6480uxOyYuydny,Stone Sour,49qiE8dj4JuNdpYGRPdKbF,0.0595,0.845,1,0.0574,1,0.598,-3.631,0.0212,0.0,0.938,152.531
The Time Is Now,6wpHmxmxPa3N3Gi3aGdTJL,65,199959,The Time Is Now,4q2j9WIFtxSosMcFh4fu2K,Atreyu,3LkSiHbjqOHCKCqBfEZOTv,0.231,0.396,1,0.278,8,0.481,-3.665,0.00926,0.000328,0.944,165.02
Draining Me,3I47pT8Tyg5AyOjxZHEfvP,29,159306,Deserto,267sNJGcmma5Zk4chbP3jl,Worst,50Gz8NDlBXc8bKNUqlQlQp,0.0703,0.607,1,0.197,4,0.408,-8.092,0.00126,0.0,0.87,132.303
8 Full Hours of Sleep,5wCufkTiQtjgjxElI7IgjL,33,239866,Reinventing Axl Rose,5a8YbV4iL6uuJ90GqyzLzQ,Against Me!,29lz7gs8edwnnfuXW4FhMl,0.0746,0.132,1,0.11,0,0.48,-13.536,0.145,0.00016,0.197,70.248
The Dark,0Hpe23Rjqrzqs75w4xyvQf,0,229893,The Dark,22MiIJHOlFS6gx2VGUabGW,Thrice,3NChzMpu9exTlNPiqUQ2DE,0.0815,0.302,0,0.103,10,0.518,-6.031,0.00417,0.00768,0.713,140.137
Motions,20X9dTv7DwgE7VWOyzgjXX,38,186653,Expectations,7GyhQBODfoEXl9seWK1wzt,MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,0.0752,0.335,0,0.106,9,0.464,-7.027,0.609,0.0,0.464,180.235
Fathers & Daughters,5LL3GKae3UtpkUWP9JJh5D,0,210037,"Cover Sessions, Vol. 5",5hsglUFG5r8NDmIU4tfXRl,Boyce Avenue,7CQwac16i1W5ej8YpuL3dv,0.0321,0.275,1,0.0935,11,0.467,-9.392,0.91,5.44e-06,0.145,139.624
"Aliança, Pt. II",3KSxP6fx5Fxm4TGAwfLedB,31,235624,"Aliança, Pt. II",1Xk0FQT7X4rvGyGZJ68XiS,John Wayne,0aUvfFnGgvc8ES3FrJ6Ify,0.154,0.0619,1,0.24,6,0.406,-1.486,0.00173,2.62e-06,0.995,130.466
